iter	Passed	Remaining
3224	63267	1334
3225	63291	1314
3226	63317	1294
3227	63343	1275
3228	63369	1255
3229	63397	1236
3230	63425	1217
3231	63449	1197
3232	63471	1177
3233	63492	1158
3234	63516	1138
3235	63540	1119
3236	63569	1099
3237	63600	1080
3238	63638	1060
3239	63679	1041
3240	63702	1022
3241	63734	1002
3242	63761	983
3243	63787	963
3244	63806	943
3245	63826	924
3246	63847	904
3247	63865	884
3248	63887	865
3249	63911	845
3250	63936	826
3251	63959	806
3252	63981	786
3253	64003	767
3254	64024	747
3255	64055	727
3256	64076	708
3257	64098	688
3258	64119	668
3259	64139	649
3260	64158	629
3261	64176	609
3262	64195	590
3263	64222	570
3264	64252	551
3265	64282	531
3266	64308	511
3267	64338	492
3268	64368	472
3269	64397	452
3270	64421	433
3271	64443	413
3272	64476	393
3273	64494	374
3274	64511	354
3275	64532	334
3276	64558	315
3277	64577	295
3278	64599	275
3279	64617	256
3280	64635	236
3281	64654	216
3282	64672	196
3283	64692	177
3284	64718	157
3285	64743	137
3286	64767	118
3287	64790	98
3288	64818	78
3289	64841	59
3290	64870	39
3291	64894	19
3292	64919	0
